timestep,avg_reward,avg_length,success_rate
475000,228.34987,149.02,78.0
476000,223.9159,151.42,76.0
477000,225.69188,150.4,77.0
478000,220.02185,155.1,74.0
479000,223.14288,150.97,75.0
480000,222.13687,153.33,74.0
481000,221.95088,152.95,74.0
482000,220.44783,152.88,73.0
483000,218.56787,153.1,72.0
484000,214.87785,155.38,70.0
485000,214.55185,158.3,70.0
486000,216.96388,160.58,71.0
487000,219.14383,158.78,72.0
488000,215.48984,160.94,70.0
489000,218.07784,159.78,71.0
490000,216.72787,161.1,70.0
491000,221.63283,157.49,72.0
492000,222.97484,158.11,73.0
493000,219.29086,160.79,72.0
494000,215.67984,162.82,71.0
495000,216.64082,165.63,71.0
496000,220.74687,164.39,73.0
497000,224.91283,164.01,75.0
498000,228.10184,160.6,76.0
499000,231.32887,158.91,78.0
500000,230.97581,158.24,78.0
501000,229.06685,152.73,78.0
