timestep,avg_reward,avg_length,success_rate
235000,51.062122,343.06,12.0
236000,51.06013,343.06,12.0
237000,51.560135,343.06,12.0
238000,51.05913,343.06,12.0
239000,51.05913,343.06,12.0
240000,53.411133,340.55,12.0
241000,53.411133,340.55,12.0
242000,57.06915,340.02,13.0
243000,58.26315,339.07,14.000000000000002
244000,52.416153,340.46,12.0
245000,55.73316,338.32,13.0
246000,57.08716,335.77,14.000000000000002
247000,53.963173,335.98,12.0
248000,53.462173,335.98,12.0
249000,52.960167,335.98,11.0
250000,54.463173,335.98,11.0
251000,55.966167,335.98,11.0
252000,54.964157,335.98,11.0
253000,52.709156,337.53,10.0
254000,50.056164,338.02,9.0
255000,48.052147,338.02,9.0
256000,47.05015,338.02,9.0
257000,49.054146,338.02,10.0
258000,50.056152,338.02,10.0
259000,51.29715,336.61,10.0
260000,51.34814,336.09,10.0
261000,48.471146,338.84,9.0
262000,47.46915,338.84,9.0
263000,48.472137,338.84,9.0
264000,50.611137,338.47,11.0
265000,51.11317,338.47,10.0
266000,50.61217,338.47,10.0
267000,50.111156,338.47,10.0
268000,48.107155,338.47,10.0
269000,49.610153,338.47,10.0
270000,51.115143,338.47,11.0
271000,49.613136,338.47,11.0
272000,54.50812,336.57,13.0
273000,55.00912,336.57,13.0
274000,52.156124,339.08,12.0
275000,53.659122,339.08,12.0
276000,52.506107,339.61,11.0
277000,50.810104,340.56,10.0
278000,55.020096,339.53,11.0
279000,53.20611,341.67,11.0
280000,54.208107,341.67,11.0
281000,54.670097,342.07,11.0
282000,55.171112,342.07,11.0
283000,57.003105,339.76,12.0
284000,56.001095,339.76,12.0
285000,56.001114,339.76,13.0
286000,56.502113,339.76,14.000000000000002
287000,56.00012,339.76,14.000000000000002
288000,59.710102,338.72,16.0
289000,60.712105,338.72,17.0
290000,60.21111,338.72,17.0
291000,60.871105,338.11,17.0
292000,63.376114,338.11,17.0
293000,63.920128,337.68,17.0
294000,65.021126,336.7,17.0
295000,68.050125,333.42,19.0
296000,68.05013,333.42,19.0
297000,68.55014,333.42,18.0
298000,69.61613,332.78,18.0
299000,74.11912,329.79,20.0
300000,73.11713,329.79,20.0
301000,74.119125,329.79,20.0
