timestep,avg_reward,avg_length,success_rate
268000,103.74278,259.75,28.000000000000004
269000,110.133766,255.68,31.0
270000,114.667755,253.36,32.0
271000,116.30375,253.36,32.0
272000,119.65077,249.65,34.0
273000,121.50977,247.0,35.0
274000,122.52779,244.68,36.0
275000,121.73578,245.68,36.0
276000,125.62681,241.45,38.0
277000,124.9428,241.45,38.0
278000,130.67682,238.01,40.0
279000,132.23383,236.42,41.0
280000,132.87282,236.71,41.0
281000,134.14583,234.36,42.0
282000,134.09282,233.37,42.0
283000,131.4638,237.22,40.0
284000,130.53484,236.75,40.0
285000,137.12283,232.31,43.0
286000,136.70584,230.36,43.0
287000,137.50185,230.36,43.0
288000,133.69283,231.87,42.0
289000,129.92084,235.23,40.0
290000,131.1628,233.69,40.0
291000,126.349815,236.74,38.0
292000,123.89581,239.7,37.0
293000,117.91581,242.74,35.0
294000,119.77481,242.97,36.0
295000,123.54381,239.96,38.0
296000,126.103806,237.38,39.0
297000,123.48282,238.33,38.0
298000,121.21282,239.45,37.0
299000,119.54279,241.09,36.0
300000,117.14482,243.09,35.0
301000,113.62583,244.62,34.0
302000,116.09981,243.44,35.0
303000,115.7268,242.09,35.0
304000,115.75081,240.89,35.0
305000,118.83279,237.29,36.0
306000,118.52979,237.96,36.0
307000,122.8548,234.09,38.0
308000,118.2318,238.82,36.0
309000,114.044785,241.71,34.0
310000,116.5908,239.59,35.0
311000,123.2658,234.58,38.0
312000,126.36781,232.22,39.0
313000,124.6748,233.29,38.0
314000,127.79082,232.79,39.0
315000,125.41981,233.8,38.0
316000,124.51281,235.33,37.0
317000,124.8848,235.33,37.0
318000,122.48182,234.66,36.0
319000,127.24083,232.95,38.0
320000,124.34182,235.6,37.0
321000,126.36783,233.76,38.0
322000,126.798805,235.09,38.0
323000,129.83983,233.88,40.0
324000,132.10681,233.59,41.0
325000,139.61583,230.46,45.0
326000,138.93883,231.11,45.0
327000,135.94083,233.55,44.0
328000,135.56284,233.45,44.0
329000,136.11281,232.71,44.0
330000,137.34283,230.87,45.0
331000,140.20683,230.23,46.0
332000,145.46783,226.72,49.0
333000,141.47185,229.3,48.0
334000,139.35583,231.88,47.0
335000,144.46983,230.26,49.0
336000,152.01385,224.82,53.0
337000,152.59386,225.28,54.0
338000,152.57787,225.28,54.0
339000,152.75386,224.56,54.0
340000,152.38586,223.32,54.0
341000,149.42586,225.46,53.0
342000,143.85684,229.63,51.0
343000,145.51584,230.76,51.0
344000,142.35585,234.3,49.0
345000,140.34285,236.33,48.0
346000,138.63385,237.0,47.0
347000,142.32985,233.94,48.0
348000,141.06685,231.67,47.0
349000,137.73384,235.96,45.0
350000,144.13684,233.77,47.0
351000,148.36983,232.0,49.0
352000,142.89885,235.91,47.0
353000,142.42786,235.6,47.0
354000,140.31683,238.81,46.0
355000,141.52382,238.82,46.0
356000,136.88783,240.74,44.0
357000,141.34283,240.19,45.0
358000,141.34683,238.15,45.0
359000,140.91983,236.78,45.0
360000,143.63882,233.33,46.0
361000,146.00581,232.84,47.0
362000,145.59383,232.84,47.0
363000,150.86684,233.31,49.0
364000,154.75183,228.1,51.0
365000,158.38182,227.7,52.0
366000,159.34682,226.83,53.0
367000,163.16684,223.95,55.00000000000001
368000,171.66283,217.55,59.0
369000,169.75482,219.19,57.99999999999999
370000,169.79185,218.18,57.99999999999999
371000,176.06084,213.35,61.0
372000,171.29485,216.01,59.0
373000,172.56183,215.08,60.0
374000,179.22585,212.42,63.0
375000,179.19185,210.52,63.0
376000,180.81384,210.64,64.0
377000,177.32486,212.83,63.0
378000,178.64888,211.33,64.0
379000,172.18187,215.76,62.0
380000,169.88988,216.36,62.0
381000,168.01788,217.94,61.0
382000,162.47089,221.09,59.0
383000,163.23088,219.13,59.0
384000,161.53088,218.41,59.0
385000,159.99889,217.71,57.99999999999999
386000,162.37886,219.37,59.0
387000,158.44188,222.94,56.99999999999999
388000,158.02986,221.6,56.00000000000001
389000,158.50284,221.75,56.99999999999999
390000,154.57787,226.24,55.00000000000001
391000,156.93684,225.75,56.00000000000001
392000,154.49985,228.04,55.00000000000001
393000,150.89384,229.92,53.0
394000,149.70085,228.59,52.0
395000,146.92183,229.8,51.0
396000,146.91983,228.74,50.0
397000,141.92683,230.55,48.0
398000,143.67284,229.51,49.0
399000,141.95085,228.15,48.0
400000,145.73085,227.43,49.0
401000,145.40385,224.8,49.0
402000,151.78384,222.2,51.0
403000,154.73483,223.21,52.0
404000,152.93481,225.85,51.0
405000,148.26285,228.77,49.0
406000,143.96283,231.87,47.0
407000,142.69083,233.57,46.0
408000,142.66782,234.2,46.0
409000,145.60283,229.41,47.0
410000,151.14986,225.2,50.0
411000,155.71088,220.47,52.0
412000,155.16087,219.39,52.0
413000,150.59187,220.24,50.0
414000,148.20587,221.64,49.0
415000,152.25386,220.44,51.0
416000,152.74088,222.17,51.0
417000,152.7329,223.37,51.0
418000,152.06087,223.13,52.0
419000,154.91888,224.01,53.0
420000,157.98189,222.44,54.0
421000,163.2249,218.53,56.00000000000001
422000,165.8499,215.02,57.99999999999999
423000,170.9589,215.37,60.0
424000,170.55986,215.06,60.0
425000,167.4899,214.92,59.0
426000,177.64288,206.87,63.0
427000,187.5419,199.92,68.0
428000,186.12791,202.02,67.0
429000,181.85991,204.66,66.0
430000,174.21889,208.61,63.0
431000,169.39787,211.98,61.0
432000,166.51788,215.32,60.0
433000,168.55988,213.08,61.0
434000,163.01689,216.97,59.0
435000,168.61584,217.36,61.0
436000,165.66486,219.81,60.0
437000,164.91887,219.29,60.0
438000,169.70584,215.3,62.0
439000,172.52586,214.26,63.0
440000,172.50284,215.53,63.0
441000,170.40686,217.59,62.0
442000,167.51987,219.96,61.0
443000,161.78883,225.07,57.99999999999999
444000,160.26083,226.55,56.99999999999999
445000,159.84283,225.89,56.99999999999999
446000,152.56685,228.15,54.0
447000,154.75984,226.92,55.00000000000001
448000,155.26683,227.25,55.00000000000001
449000,154.20885,229.83,54.0
450000,150.54184,234.14,52.0
451000,154.79285,230.49,54.0
452000,160.76384,228.28,56.00000000000001
453000,161.95982,227.76,56.00000000000001
454000,160.65784,228.8,55.00000000000001
455000,157.00284,231.23,53.0
456000,157.8708,232.63,53.0
457000,163.64482,225.01,56.00000000000001
458000,159.63483,225.91,54.0
459000,160.06584,225.32,54.0
460000,162.15384,224.14,55.00000000000001
461000,161.66582,226.4,55.00000000000001
462000,158.96484,226.91,54.0
463000,159.73784,226.82,54.0
464000,166.44188,219.76,56.99999999999999
465000,170.60085,215.27,60.0
466000,167.46085,217.49,57.99999999999999
467000,170.60283,215.37,59.0
468000,170.45584,215.56,59.0
469000,167.60086,217.69,57.99999999999999
470000,173.12785,212.78,61.0
471000,170.36688,211.65,60.0
472000,167.59987,214.7,59.0
473000,164.01486,214.39,57.99999999999999
474000,164.51686,211.39,59.0
475000,172.33788,206.9,63.0
476000,172.23087,206.69,63.0
477000,170.27887,207.39,62.0
478000,168.01988,209.04,61.0
479000,171.69188,204.52,63.0
480000,171.51889,201.57,63.0
481000,169.5369,200.09,62.0
482000,168.81787,198.54,61.0
483000,171.19788,196.16,62.0
484000,165.07486,201.45,59.0
485000,164.20787,203.22,57.99999999999999
486000,158.37187,206.08,56.00000000000001
487000,157.78189,207.66,55.00000000000001
488000,152.77687,212.87,53.0
489000,152.37488,213.37,52.0
490000,154.70685,214.67,53.0
491000,154.69583,215.3,52.0
492000,150.76784,218.94,50.0
493000,149.31184,222.9,49.0
494000,147.83484,222.21,48.0
495000,154.49884,220.75,51.0
496000,153.88383,221.2,50.0
497000,150.81483,224.87,48.0
498000,150.0028,225.03,48.0
499000,152.78384,219.82,50.0
500000,155.63481,219.81,51.0
501000,156.23682,220.79,51.0
